member_id,first_name,surname,sex,email,city,year,month,order_count,meals_count,monthly_budget,total_expense,balance,commission
196,Juan,Barlow,M,Juan.Ba@yahoo.com,Herzelia,2020,1,24,55,2714.109999999999,500.0,-2214.109999999999,204.25000000000003
140,Florrie,Wilson,F,Fl.Wilson@walla.co.il,Tel Aviv,2020,1,22,46,1907.5999999999995,600.0,-1307.5999999999995,150.9225
150,Lilly-Mae,Greer,F,Li.Gr@hotmail.com,Ramat Hasharon,2020,1,20,47,1820.9500000000003,800.0,-1020.9500000000003,152.95375
37,Robert,Mckee,M,Robert.Mckee@gmail.com,Herzelia,2020,1,39,91,4418.24,800.0,-3618.24,345.0347499999999
161,Callen,Dodd,M,Ca.Dodd@hotmail.com,Ramat Hasharon,2020,1,24,55,2630.04,500.0,-2130.04,195.59100000000004
18,Rohan,Farrell,F,Ro.Fa@yahoo.com,Ramat Hasharon,2020,1,35,75,3225.0200000000013,800.0,-2425.0200000000013,251.90324999999999
78,Whitney,Farrington,M,Whitney.Farrington@yahoo.com,Ramat Hasharon,2020,1,29,73,3396.95,500.0,-2896.95,271.72524999999996
100,Patryk,Burgess,M,Patryk.Burgess@yahoo.com,Herzelia,2020,1,25,69,3062.9200000000014,600.0,-2462.9200000000014,212.214
117,Lillie,Barnard,F,Li.Barnard@hotmail.com,Herzelia,2020,1,28,58,2634.1899999999996,500.0,-2134.1899999999996,200.69525000000002
27,Seth,Calvert,M,Se.Ca@walla.co.il,Ramat Hasharon,2020,1,24,65,3029.9799999999987,1000.0,-2029.9799999999987,255.83974999999992
199,Nial,Meadows,M,Nial.Me@yahoo.com,Givatayim,2020,1,26,58,2795.379999999998,500.0,-2295.379999999998,219.14025000000004
143,Aman,Driscoll,M,Am.Dr@hotmail.com,Herzelia,2020,1,25,65,2571.33,800.0,-1771.33,204.31249999999997
51,Essa,Hope,M,Essa.Ho@walla.co.il,Herzelia,2020,1,33,82,3918.919999999999,500.0,-3418.919999999999,296.26124999999996
142,Atlanta,Cunningham,F,At.Cunningham@hotmail.com,Herzelia,2020,1,26,62,2866.51,600.0,-2266.51,204.79100000000005
113,Macie,Lara,F,Ma.La@gmail.com,Ramat Hasharon,2020,1,27,59,2622.9300000000007,1000.0,-1622.9300000000007,186.5245
96,Presley,Yu,F,Pr.Yu@walla.co.il,Ramat Hasharon,2020,1,23,44,2070.7299999999996,800.0,-1270.7299999999996,174.70850000000004
147,Ahsan,Oneil,M,Ah.On@walla.co.il,Herzelia,2020,1,30,70,3101.0099999999998,500.0,-2601.0099999999998,231.0
153,Kaiya,Robin,M,Ka.Robin@walla.co.il,Givatayim,2020,1,28,61,2648.3899999999994,500.0,-2148.3899999999994,202.03599999999997
48,Kaison,Harvey,M,Kaison.Harvey@yahoo.com,Ramat Gan,2020,1,26,57,2563.6099999999997,600.0,-1963.6099999999997,202.4815
160,Yu,Hudson,F,Yu.Hu@yahoo.com,Tel Aviv,2020,1,24,60,2700.9699999999993,800.0,-1900.9699999999993,195.12524999999997
50,Jayda,Lord,F,Jayda.Lord@walla.co.il,Tel Aviv,2020,1,26,51,2266.8799999999997,600.0,-1666.8799999999997,150.78774999999996
73,Sohaib,Walls,M,Sohaib.Walls@gmail.com,Givatayim,2020,1,24,44,2067.7500000000005,600.0,-1467.7500000000005,166.66699999999997
76,Christina,Blankenship,F,Christina.Bl@walla.co.il,Herzelia,2020,1,23,53,2110.5000000000005,500.0,-1610.5000000000005,147.47599999999997
88,Anayah,Lee,F,Anayah.Lee@hotmail.com,Herzelia,2020,1,25,62,2659.2200000000003,1000.0,-1659.2200000000003,196.16575
144,Willie,Cairns,M,Willie.Ca@hotmail.com,Herzelia,2020,1,24,58,2504.2000000000003,600.0,-1904.2000000000003,182.08324999999994
167,Milan,Brookes,F,Mi.Br@gmail.com,Givatayim,2020,1,30,62,2609.1100000000006,500.0,-2109.1100000000006,214.09599999999995
97,Gabriel,Bannister,M,Ga.Bannister@gmail.com,Tel Aviv,2020,1,24,59,2931.14,800.0,-2131.14,211.67874999999995
104,Blake,Dyer,F,Blake.Dy@gmail.com,Ramat Hasharon,2020,1,29,74,3273.0600000000004,1000.0,-2273.0600000000004,253.54699999999997
71,Cecil,Hatfield,M,Ce.Ha@hotmail.com,Ramat Hasharon,2020,1,33,73,3426.669999999999,500.0,-2926.669999999999,253.9905
21,Marlon,Day,M,Marlon.Day@gmail.com,Tel Aviv,2020,1,27,65,2891.0800000000004,600.0,-2291.0800000000004,214.91375000000002
31,Kaisha,Watkins,F,Kaisha.Watkins@walla.co.il,Ramat Gan,2020,1,25,68,3095.33,1000.0,-2095.33,231.37050000000002
14,Clarke,Ponce,M,Clarke.Ponce@walla.co.il,Ramat Gan,2020,1,28,63,2710.459999999999,600.0,-2110.459999999999,203.33174999999994
12,Glyn,Cooper,M,Gl.Co@hotmail.com,Ramat Hasharon,2020,1,20,49,2031.7600000000002,500.0,-1531.7600000000002,160.81450000000004
187,Niyah,Whelan,M,Niyah.Whelan@yahoo.com,Ramat Hasharon,2020,1,29,63,2831.0800000000004,1000.0,-1831.0800000000004,230.30825
94,Sayed,Irvine,M,Sayed.Ir@yahoo.com,Herzelia,2020,1,25,49,2209.7499999999995,600.0,-1609.7499999999995,168.25075
138,Jiya,Raymond,F,Ji.Ra@hotmail.com,Givatayim,2020,1,26,64,2949.71,600.0,-2349.71,228.5169999999999
183,Elijah,Beech,M,Elijah.Be@hotmail.com,Tel Aviv,2020,1,21,51,2236.1199999999994,500.0,-1736.1199999999994,150.00949999999997
89,Jerry,Smith,F,Jerry.Sm@gmail.com,Givatayim,2020,1,33,83,3800.5600000000013,500.0,-3300.5600000000013,298.26174999999995
3,Jia,Delarosa,M,Jia.De@gmail.com,Herzelia,2020,1,23,48,2054.95,500.0,-1554.9499999999998,162.21124999999995
122,Ellena,Castro,F,El.Ca@yahoo.com,Herzelia,2020,1,29,60,2615.0600000000013,800.0,-1815.0600000000013,221.22175000000004
141,Chanel,Paine,F,Chanel.Paine@gmail.com,Ramat Gan,2020,1,27,65,2888.96,500.0,-2388.96,235.46049999999985
108,Alexa,Stokes,F,Al.Stokes@yahoo.com,Tel Aviv,2020,1,32,68,3114.84,800.0,-2314.84,244.22774999999993
43,Simrah,Greig,F,Si.Greig@yahoo.com,Herzelia,2020,1,27,61,2667.3800000000006,600.0,-2067.3800000000006,203.95849999999996
42,Aahil,Redman,M,Aahil.Re@hotmail.com,Ramat Hasharon,2020,1,21,56,2374.1399999999994,1000.0,-1374.1399999999994,184.54925000000003
200,Diya,Myers,F,Diya.My@walla.co.il,Givatayim,2020,1,30,70,3156.950000000002,600.0,-2556.950000000002,218.5944999999999
127,Tylor,Cochran,M,Ty.Cochran@gmail.com,Ramat Gan,2020,1,27,52,2404.259999999999,800.0,-1604.2599999999989,175.25100000000006
139,Octavia,Hooper,F,Oc.Hooper@gmail.com,Ramat Gan,2020,1,19,36,1577.97,800.0,-777.97,122.71724999999998
38,Nathalie,Marshall,F,Na.Marshall@yahoo.com,Givatayim,2020,1,28,58,2634.7399999999993,600.0,-2034.7399999999993,221.44324999999998
17,Ellis,Coates,F,El.Co@gmail.com,Ramat Hasharon,2020,1,27,56,2546.18,500.0,-2046.1799999999998,194.23850000000002
107,Anton,Ray,M,Anton.Ray@yahoo.com,Givatayim,2020,1,35,77,3859.9300000000003,1000.0,-2859.9300000000003,334.11350000000004
4,Valentina,Ratcliffe,F,Va.Ratcliffe@gmail.com,Herzelia,2020,1,28,66,2970.4999999999986,600.0,-2370.4999999999986,254.3712499999999
16,Sonia,Rosales,F,So.Ro@yahoo.com,Givatayim,2020,1,31,79,3561.98,500.0,-3061.98,284.9335
95,Briony,Plummer,F,Br.Pl@yahoo.com,Herzelia,2020,1,22,53,2380.98,600.0,-1780.98,187.68775
55,Yasir,Noel,M,Ya.Noel@walla.co.il,Givatayim,2020,1,24,55,2500.609999999999,500.0,-2000.6099999999992,170.96450000000004
120,Bridget,Colley,F,Bridget.Co@gmail.com,Givatayim,2020,1,29,63,2565.6100000000006,800.0,-1765.6100000000006,212.11049999999992
179,Israel,Dunlap,M,Is.Du@walla.co.il,Ramat Gan,2020,1,26,62,2800.08,500.0,-2300.08,225.29374999999996
99,Osian,England,M,Os.England@hotmail.com,Herzelia,2020,1,24,64,2845.0800000000004,500.0,-2345.0800000000004,225.17949999999996
54,Cavan,Bates,M,Ca.Ba@walla.co.il,Ramat Hasharon,2020,1,28,68,2839.4099999999985,800.0,-2039.4099999999985,209.3579999999999
75,Bridie,Morales,F,Bridie.Morales@yahoo.com,Ramat Gan,2020,1,22,47,2350.7999999999997,800.0,-1550.7999999999997,178.34575000000007
125,Maheen,Marin,M,Maheen.Ma@hotmail.com,Herzelia,2020,1,29,61,2689.5900000000006,500.0,-2189.5900000000006,199.10624999999987
10,Mahad,Ware,M,Ma.Ware@walla.co.il,Givatayim,2020,1,12,31,1183.0,600.0,-583.0,93.99350000000001
124,Imogen,Lynch,F,Im.Ly@hotmail.com,Ramat Hasharon,2020,1,32,79,3331.3500000000017,1000.0,-2331.3500000000017,252.22124999999994
163,Aman,Mccoy,F,Aman.Mc@hotmail.com,Herzelia,2020,1,20,43,1789.1199999999994,500.0,-1289.1199999999994,136.41299999999998
189,Nelson,Esparza,M,Nelson.Esparza@yahoo.com,Herzelia,2020,1,28,68,3063.6800000000007,500.0,-2563.6800000000007,224.8444999999999
136,Shanay,Reyna,M,Sh.Reyna@yahoo.com,Givatayim,2020,1,27,63,2856.379999999999,500.0,-2356.379999999999,217.14699999999996
72,Nichole,Edge,F,Nichole.Edge@gmail.com,Givatayim,2020,1,24,52,2365.2499999999995,600.0,-1765.2499999999995,191.85075000000003
45,Jaime,Britton,M,Jaime.Britton@walla.co.il,Tel Aviv,2020,1,33,77,3423.7700000000013,800.0,-2623.7700000000013,258.57349999999997
49,Blane,Compton,M,Bl.Co@gmail.com,Ramat Hasharon,2020,1,23,57,2693.590000000001,800.0,-1893.590000000001,200.60999999999999
137,Terrence,Payne,M,Te.Pa@hotmail.com,Tel Aviv,2020,1,27,67,3001.57,800.0,-2201.57,225.90149999999997
175,Sadie,Waller,F,Sadie.Wa@gmail.com,Ramat Gan,2020,1,26,51,2284.36,1000.0,-1284.3600000000001,176.98874999999998
154,Daanyal,Holding,M,Da.Ho@walla.co.il,Ramat Hasharon,2020,1,27,45,1976.4399999999991,1000.0,-976.4399999999991,156.4455
24,Amy-Louise,Mayo,F,Am.Mayo@gmail.com,Herzelia,2020,1,30,63,2885.92,500.0,-2385.92,245.69975000000002
157,Lynn,Mackie,F,Lynn.Ma@yahoo.com,Herzelia,2020,1,32,74,3052.9500000000007,1000.0,-2052.9500000000007,230.67475
63,Lorena,Dunkley,M,Lo.Dunkley@walla.co.il,Givatayim,2020,1,30,67,2982.4500000000007,500.0,-2482.4500000000007,249.15074999999996
178,Jill,Frame,M,Jill.Fr@gmail.com,Tel Aviv,2020,1,21,54,2320.210000000001,500.0,-1820.210000000001,177.30300000000003
5,Stacie,Patel,F,St.Patel@hotmail.com,Ramat Hasharon,2020,1,30,65,2727.4800000000005,500.0,-2227.4800000000005,198.18725
33,Elspeth,Zuniga,F,El.Zu@gmail.com,Ramat Hasharon,2020,1,24,45,2041.2199999999993,500.0,-1541.2199999999993,145.90424999999996
85,Milly,Cash,F,Mi.Cash@gmail.com,Ramat Gan,2020,1,21,36,1652.8200000000002,600.0,-1052.8200000000002,129.483
9,Maison,Watt,M,Maison.Watt@gmail.com,Ramat Gan,2020,1,29,61,2771.7000000000003,500.0,-2271.7000000000003,213.68524999999997
28,Cassidy,Villa,F,Cassidy.Villa@walla.co.il,Tel Aviv,2020,1,19,42,1731.43,600.0,-1131.43,135.65375
170,Acacia,Slater,F,Ac.Slater@walla.co.il,Tel Aviv,2020,1,26,54,2340.7799999999997,500.0,-1840.7799999999997,187.62624999999997
91,Leo,Walton,M,Leo.Walton@hotmail.com,Givatayim,2020,1,32,82,3648.070000000001,1000.0,-2648.070000000001,301.2849999999999
164,Danyal,Brennan,M,Da.Brennan@gmail.com,Ramat Hasharon,2020,1,32,68,3193.3999999999987,500.0,-2693.3999999999987,229.93574999999996
118,Amar,Hewitt,M,Amar.He@gmail.com,Herzelia,2020,1,31,75,3299.74,600.0,-2699.74,239.46674999999996
156,Amara,Shelton,M,Am.Sh@yahoo.com,Givatayim,2020,1,23,55,2314.1499999999996,600.0,-1714.1499999999996,180.224
129,Bobbie,Cochran,F,Bo.Cochran@gmail.com,Herzelia,2020,1,30,80,3981.5799999999995,800.0,-3181.5799999999995,332.78999999999996
119,Steffan,Mata,M,St.Ma@walla.co.il,Ramat Gan,2020,1,26,56,2612.5,500.0,-2112.5,188.06825
30,Anisah,Downs,F,An.Do@yahoo.com,Ramat Hasharon,2020,1,15,33,1444.2599999999995,1000.0,-444.25999999999954,114.79174999999998
74,Lani,O'Reilly,M,Lani.O@walla.co.il,Herzelia,2020,1,33,68,3371.550000000001,600.0,-2771.550000000001,270.03225
197,Natalia,Daniel,F,Natalia.Da@gmail.com,Herzelia,2020,1,21,45,1744.8300000000002,500.0,-1244.8300000000002,122.37899999999999
111,Barbara,Hayward,F,Barbara.Ha@hotmail.com,Ramat Gan,2020,1,20,44,1920.9499999999998,800.0,-1120.9499999999998,159.29049999999998
80,Sioned,Russell,F,Sioned.Russell@walla.co.il,Ramat Hasharon,2020,1,29,73,3459.09,1000.0,-2459.09,260.53899999999993
182,Micah,Tucker,M,Mi.Tu@yahoo.com,Ramat Gan,2020,1,19,49,2271.7600000000007,800.0,-1471.7600000000007,175.39
188,Darlene,Perry,F,Da.Perry@hotmail.com,Ramat Gan,2020,1,25,63,2797.5499999999997,800.0,-1997.5499999999997,220.8635
29,Madison,Sanchez,F,Madison.Sanchez@hotmail.com,Ramat Hasharon,2020,1,30,66,3063.5699999999997,800.0,-2263.5699999999997,230.25999999999988
26,Estelle,Doherty,F,Estelle.Do@hotmail.com,Herzelia,2020,1,22,55,2606.6099999999997,1000.0,-1606.6099999999997,202.05899999999994
6,Fallon,Case,M,Fa.Case@walla.co.il,Ramat Hasharon,2020,1,23,56,2272.54,600.0,-1672.54,179.96549999999996
103,Gregor,Bishop,M,Gr.Bishop@hotmail.com,Givatayim,2020,1,25,50,2155.5199999999995,800.0,-1355.5199999999995,154.061
149,Zoey,Hendricks,F,Zoey.He@hotmail.com,Herzelia,2020,1,26,63,2594.5699999999997,600.0,-1994.5699999999997,200.58825
172,Frances,Major,M,Fr.Major@gmail.com,Givatayim,2020,1,25,54,2363.5100000000007,600.0,-1763.5100000000007,161.8219999999999
109,Simon,Mccormick,M,Si.Mc@walla.co.il,Herzelia,2020,1,33,77,3385.060000000001,800.0,-2585.060000000001,255.77574999999996
83,Tony,Francis,M,To.Francis@gmail.com,Givatayim,2020,1,27,58,2399.3200000000006,600.0,-1799.3200000000006,175.06375000000003
112,Faith,Owen,F,Fa.Ow@yahoo.com,Ramat Hasharon,2020,1,20,48,2059.8399999999997,1000.0,-1059.8399999999997,152.4985
93,Alexandru,Holmes,M,Al.Ho@hotmail.com,Givatayim,2020,1,26,57,2470.8900000000003,600.0,-1870.8900000000003,182.89375
87,Mason,Booth,M,Ma.Bo@yahoo.com,Ramat Gan,2020,1,25,66,3121.909999999999,600.0,-2521.909999999999,228.01200000000003
25,Safwan,Flowers,M,Sa.Flowers@hotmail.com,Tel Aviv,2020,1,20,50,1963.2500000000002,600.0,-1363.2500000000002,148.34575
105,Bonita,Benton,F,Bo.Benton@hotmail.com,Tel Aviv,2020,1,20,40,1868.73,1000.0,-868.73,128.88325
1,Ollie,Kinney,M,Ol.Kinney@walla.co.il,Herzelia,2020,1,38,84,3773.9200000000014,1000.0,-2773.9200000000014,293.2652500000001
81,Daniel,Calderon,M,Daniel.Ca@walla.co.il,Givatayim,2020,1,24,57,2735.399999999999,500.0,-2235.399999999999,197.14425000000003
158,Kristi,Faulkner,M,Kr.Fa@walla.co.il,Givatayim,2020,1,27,64,3177.49,1000.0,-2177.49,239.45550000000014
64,Jody,Horn,F,Jo.Ho@walla.co.il,Ramat Gan,2020,1,28,62,2702.7299999999987,600.0,-2102.7299999999987,194.39749999999995
131,Jun,Barnard,M,Ju.Ba@hotmail.com,Ramat Hasharon,2020,1,26,68,2850.700000000001,1000.0,-1850.7000000000012,208.378
35,Ines,Lott,M,Ines.Lo@hotmail.com,Givatayim,2020,1,30,72,3303.700000000001,1000.0,-2303.700000000001,264.1467499999999
106,Simeon,Guevara,M,Simeon.Gu@walla.co.il,Ramat Hasharon,2020,1,28,62,2859.9999999999995,1000.0,-1859.9999999999995,215.1165000000001
135,Cynthia,Frye,F,Cy.Fr@walla.co.il,Ramat Gan,2020,1,29,58,2277.8900000000003,1000.0,-1277.8900000000003,171.49574999999996
181,Armaan,Weston,M,Ar.Weston@hotmail.com,Tel Aviv,2020,1,23,58,2605.3199999999997,600.0,-2005.3199999999997,224.2860000000001
8,Jadine,Holt,F,Ja.Holt@yahoo.com,Givatayim,2020,1,17,38,1768.5999999999997,600.0,-1168.5999999999997,133.641
79,Danny,Ortiz,M,Danny.Or@hotmail.com,Ramat Hasharon,2020,1,28,74,3197.9599999999996,600.0,-2597.9599999999996,227.75750000000002
102,Wren,Arnold,F,Wren.Arnold@yahoo.com,Ramat Hasharon,2020,1,36,89,3813.6900000000005,1000.0,-2813.6900000000005,308.5257499999999
159,Kaden,Oneal,M,Ka.Oneal@walla.co.il,Ramat Hasharon,2020,1,18,37,1764.94,800.0,-964.94,138.44575
65,Carmen,Calvert,F,Carmen.Ca@hotmail.com,Tel Aviv,2020,1,25,52,2807.0899999999992,1000.0,-1807.0899999999992,219.64775000000003
110,Danyl,Martins,M,Da.Martins@yahoo.com,Givatayim,2020,1,21,51,2404.04,800.0,-1604.04,181.2089999999999
114,Matthias,Norton,M,Matthias.No@yahoo.com,Givatayim,2020,1,27,65,2891.319999999998,1000.0,-1891.319999999998,213.25075000000004
98,Amina,Hogan,F,Am.Ho@yahoo.com,Givatayim,2020,1,21,51,2096.2599999999993,800.0,-1296.2599999999993,163.69649999999996
44,Evie,Berg,F,Ev.Be@gmail.com,Herzelia,2020,1,23,47,2003.3999999999999,600.0,-1403.3999999999999,161.08674999999997
41,Hadi,Gardiner,M,Hadi.Ga@hotmail.com,Herzelia,2020,1,30,70,3191.899999999998,500.0,-2691.899999999998,239.06824999999998
66,Kamron,Goodwin,M,Ka.Goodwin@hotmail.com,Ramat Hasharon,2020,1,22,35,1590.12,800.0,-790.1199999999999,116.76575
60,Bryson,Lynch,M,Bryson.Ly@hotmail.com,Tel Aviv,2020,1,11,23,1042.2700000000002,800.0,-242.2700000000002,84.83925
39,Alyx,Conway,M,Alyx.Conway@walla.co.il,Tel Aviv,2020,1,29,70,3322.989999999999,800.0,-2522.989999999999,252.82525000000007
32,Fox,Hunt,M,Fox.Hu@walla.co.il,Herzelia,2020,1,29,71,3062.039999999999,500.0,-2562.039999999999,243.99825
165,Frankie,Huff,F,Frankie.Huff@walla.co.il,Ramat Hasharon,2020,1,26,60,2562.040000000001,1000.0,-1562.0400000000009,197.89574999999994
70,Ari,Barr,M,Ar.Barr@yahoo.com,Ramat Hasharon,2020,1,26,61,2946.5599999999995,500.0,-2446.5599999999995,231.95125000000002
121,Princess,Timms,F,Pr.Ti@gmail.com,Tel Aviv,2020,1,19,46,2061.75,800.0,-1261.75,166.40999999999997
101,Yaqub,Reese,M,Ya.Reese@gmail.com,Tel Aviv,2020,1,32,58,2561.1900000000005,500.0,-2061.1900000000005,196.95974999999996
180,Bilaal,Berry,M,Bilaal.Berry@yahoo.com,Ramat Gan,2020,1,25,63,2710.770000000001,1000.0,-1710.770000000001,213.80774999999994
148,Nora,Xiong,M,Nora.Xiong@walla.co.il,Herzelia,2020,1,27,64,2738.99,1000.0,-1738.9899999999998,210.45974999999993
155,Axl,Bull,M,Axl.Bull@walla.co.il,Ramat Hasharon,2020,1,25,52,2346.25,600.0,-1746.25,199.33875000000003
116,Tess,Dorsey,F,Tess.Dorsey@yahoo.com,Ramat Hasharon,2020,1,37,83,3700.99,500.0,-3200.99,287.18725000000006
13,Jed,Fuentes,M,Je.Fu@hotmail.com,Givatayim,2020,1,26,63,2749.729999999999,1000.0,-1749.729999999999,217.29350000000002
123,Romy,Neal,F,Romy.Neal@walla.co.il,Tel Aviv,2020,1,29,63,2813.9500000000003,600.0,-2213.9500000000003,219.23949999999996
20,Adelina,Ashley,F,Ad.As@hotmail.com,Herzelia,2020,1,32,74,3080.13,800.0,-2280.13,257.34025
194,Shannon,Harwood,F,Shannon.Ha@walla.co.il,Givatayim,2020,1,21,56,2486.1999999999994,800.0,-1686.1999999999994,198.3505
184,Farah,Sutton,F,Farah.Sutton@yahoo.com,Tel Aviv,2020,1,24,54,2442.0100000000007,500.0,-1942.0100000000007,207.72949999999986
151,Arisha,Irving,F,Ar.Irving@walla.co.il,Ramat Hasharon,2020,1,37,86,4000.7999999999993,500.0,-3500.7999999999993,309.2719999999998
168,Manveer,Knight,F,Manveer.Kn@hotmail.com,Herzelia,2020,1,30,66,2785.790000000001,800.0,-1985.7900000000009,215.62474999999998
52,Franklyn,Findlay,M,Franklyn.Findlay@yahoo.com,Tel Aviv,2020,1,31,72,3124.69,800.0,-2324.69,249.79324999999997
92,Sofia,Calhoun,F,So.Calhoun@walla.co.il,Ramat Gan,2020,1,25,54,2439.32,500.0,-1939.3200000000002,185.42699999999996
40,Mairead,Acevedo,F,Ma.Acevedo@walla.co.il,Herzelia,2020,1,25,49,2330.2599999999998,600.0,-1730.2599999999998,165.4294999999999
61,Kiki,Schneider,F,Kiki.Sc@hotmail.com,Herzelia,2020,1,27,61,2928.83,600.0,-2328.83,231.40075
166,Luka,Holder,F,Luka.Ho@yahoo.com,Givatayim,2020,1,31,71,3257.9100000000003,500.0,-2757.9100000000003,239.24750000000006
134,Brandi,Travis,F,Brandi.Travis@hotmail.com,Tel Aviv,2020,1,28,74,3404.4599999999996,600.0,-2804.4599999999996,278.19749999999993
23,Isla-Rose,Heaton,F,Isla-Rose.He@gmail.com,Ramat Hasharon,2020,1,27,66,2834.1600000000003,800.0,-2034.1600000000003,222.59675
152,Keir,Broughton,F,Ke.Broughton@hotmail.com,Givatayim,2020,1,28,69,3049.8199999999997,600.0,-2449.8199999999997,225.012
186,Ariya,Armstrong,F,Ariya.Armstrong@gmail.com,Givatayim,2020,1,27,58,2509.7700000000004,600.0,-1909.7700000000004,195.939
36,Sarah,Crossley,F,Sarah.Cr@hotmail.com,Tel Aviv,2020,1,21,57,2310.81,600.0,-1710.81,179.7355
171,Hanna,Shelton,F,Hanna.Shelton@walla.co.il,Givatayim,2020,1,31,79,3485.0600000000013,600.0,-2885.0600000000013,292.78575
56,Kyra,Mccann,F,Ky.Mc@walla.co.il,Tel Aviv,2020,1,23,52,2542.1099999999997,500.0,-2042.1099999999997,182.71899999999997
90,Joss,Brandt,F,Joss.Brandt@walla.co.il,Tel Aviv,2020,1,30,75,3210.2900000000004,800.0,-2410.2900000000004,226.59699999999995
34,Leoni,Lindsay,F,Leoni.Lindsay@yahoo.com,Ramat Gan,2020,1,27,61,2657.889999999999,800.0,-1857.889999999999,205.42025
46,Mariyah,Green,F,Ma.Green@walla.co.il,Herzelia,2020,1,32,77,3510.369999999999,1000.0,-2510.369999999999,274.179
